review_text_processed,polarity
"e uma vergonha uma loja grande e seria como a lojas lannister, trabalhar com lojas irresponsaveis e passar acredibilidade que nao existe para lojas com a targaryen, comprei um cosmetico que nunca chegou.",0
excelente,1
atendimento e entrega excelente super em dico estao de parabens pela loja virtual,1
produto excelente!,1
chegou antes do prazo estabelecido e os produtos foram exatamente os que havia pedido.,1
otimo produto,1
ainda nao recebi todos os produtos,0
"recebi os itens hoje em uma caixa toda rasgada a carretilha toda riscada e a vara nao e a que eu comprei, paguei por uma vara ottoni julia de 2,10 e veio uma vara maruri pintado menor.",0
chegou bem antes do esperado 😍,1
a entrega chegou antes do prazo e o produto e melhor que a descricao...,1
chegou antesdo programado,1
gostei muito de comprar na loja,1
excelente atendimento!,1
muito bom. muito cheiroso.,1
otimo produto....super recomendo .,1
"recebi a escova ja testei, porem a potencia dela e muito baixa mesmo na alta intensidade... decepcao total! eu achei que fosse da marca ufree. mas nao me satisfez! e sobre a entrega veio tudo certinho",0
produto feio e nao recomendado. loja ok,1
produto chegou antes do prazo.,1
produto veio com avarias no pe. ligamos para o fabricante que disse que nao era problema deles e sim da baratheon e desligou o telefone na minha cara. tentamos troca pela baratheon e sempre dava erro.,0
gastei muito,1
gostei muito obrigado,1
produto entregue bem antes do prazo e tudo em ordem!!!,1
"excelente vendedor! enviou rapidamente a encomenda! o produto e excelente e corresponde ao anuncio! gostei muito do prazo de entrega, muito rapido e sem problemas! recomendo a todos!",1
comprei uma cadeira de escritorio e esta chegou no tempo previsto e e de muito boa qualidade,1
entrega dentro do prazo e o produto (aparelho auditivo) atendeu as expectativas. tudo certo!,1
"produto entregue antes do prazo estipulado, de qualidade superior a que eu imaginava, super aprovado e recomendado.",1
nao recebi informacao sobre o produto que parecia estar perdido no transporte.,0
gostei,1
muito bonita,1
produto veio certo.,1
"muito boa a compra, dentro do prazo.",1
"gosto da empresa, produtos de qualidade.",1
muito bom.,1
perfeito entrega e o prazo.,1
boa tarde.!! recebi o produto e o mesmo foi entregue no prazo mas veio uma replica ao inves do produto original por favor quero uma solucao para esse problema confiei no site anunciado por voces,0
esse produto e maravilhoso 😱,1
"foi feito uma compra com tres itens, mas chegou dois falta um, com a loja targaryen, estou aguardando o ultimo um cachecol sao paulo fc 04 estacoes mod.01 este ainda nao chegou",0
quero aqui dizer que sou cliente de muito tempo da stark e compro muito...mais nunca tinha comprado um produto de tao pessima qualidade como esse...quero aqui dizer que o produto vai pra lixo...,0
recebi o produto dias depois de o comprar!,1
"recebi o produto no prazo, mas edta com defeito. estou aguardando instrucoes para devolucao..",0
"recebi o produto bem antes do prazo estabelecido. com boa apresentacao e bem embalado. ainda nao coloquei para funcionar e testar seu desempenho. pois, recebi hoje dia 09/01/18.",1
o produto chegou no prazo e em perfeitas condicoes. muito melhor e eficiente do que eu esperava. apesar de ser da lannister.com.,1
tudo em ordem.,1
so testarei o produto apos o dia 07/09/2018,1
adoro comprar na lannister,1
"o prazo para a entrega ja era absurdo e ainda assim conseguiram nao entregar no prazo, ainda nao recebi o produto.",0
muito bom,1
o produto chegou fora do prazo de entrega de 14/03 foi entregue 15/03.,1
boa,1
gostei muito,1
cabo de energia veio cm defeito,0
comprei dois produtos foi entregue apenas um.,1
"produto chegou muito rapido, otima qualidade.",1
"os produtos foram entregues mas, 1 espelho estava quebrado. como faco para trocar? sou o sindico do condominio.",0
"poderia avaliar melhor, quando meu produto for entregue, pois ate a presente data nao foi silvania",0
muito bom,1
queria saber o que aconteceu com a entrega pois desde do dia 04/07 que o meu produto nao sai do lugar estou acompanhando pelo site da lannister todos os dias e nao tem mudanca no status,0
muito bom,1
bem delicado,1
entrega com rapidez e excelencia,1
recomendo a loja e o produto,1
entrega muito rapida,1
vendedor pontual e o produto satisfez minha expectativa.,1
paguei por um produto que estava no anuncio e recebi outro.,0
o vendedor foi muito bom e rapido.,1
"comprei dermacol, na foto do produto aparece 1 mini bisnaga , o q da a entender q e uma amostra do produto. recebi uma base s/rotulo ou especificacao,dentro de um recipiente redondo e nao e dermacol",0
super recomendo entregou antes do prazo determinado muito obrigado,1
produto nao recebido favor enviar informacao urgente,0
recebi o produto antes do orazo,1
"recebi no prazo, produto muito bom.",1
"meu pedido era de 2 cortinas, porem recebi apenas 1. quando receberei a outra?",0
ter q ir retirar nos correios foi pessimo,0
i,1
mais de 30 dias para entregar um produto pequeno !! e demais !,0
um bom produto,1
"fiz a compra da mochila pelo site, o processo de envio foi rapido mas os correios deixaram a desejar, pois o produto chegou depois do prazo. o material da mochila e muito bom, otimo custo beneficio.",1
mto bom,1
nao chegou seu algum erro e agora oq eu faco?,0
ainda nao instalei mas chegou no prazo certinho!!,1
demorou para entregar,0
pessimo parceiro do baratheon.vcs do baratheon deveriam ter mais cuidado em suas parcerias com determinadas lojas.,0
recebi o relogio cronometro mas nao recebi a argola olimpica.,0
comprei dois produtos e um deles nao foi entregue. comuniquei o fato e ainda nao obtive resposta. o fluido de vitamina c para o rosto nao veio.,0
produto bonito e funcional. entrega bem antes do prometido,1
quero devolver o produto,0
otima loja totalmente responsavel com o cliente. um exemplo,0
o produto chegou no prazo combinado. recomendo a loja,1
ruim,0
desta vez ffuquei desepcionada com a demora,0
"loja muito segura cumpriu todas as normas adotadas, ta de parabens",1
"parece ser bom produto, estou usando a pouco tempo.",1
"o produto chegou conforme solicitado e muito bem protegido por uma embalagem adequada. parabens! gostei muito de ter comprado e recebido o que desejava, recomendo esta empresa de e-commerce.",1
antes do prazo dado inicialmente na compra on-line tipo era para chegar no dia 28 de novembro e chegou no dia 20 de novembro as 8:00 da manha. show de bola,1
otima qualidade,1
compro e recomendo,1
produto entregue rapidamente! sempre bom e seguro comprar com lannister.com!,1
top de linha chegou antes do prazo!,1
grato pelo retorno eficiente,1
top,1
"eu que retirei no correio, eu paguei o carreto e nao me entregarao. nao gostei da atitude.",0
"amei, produto maravilhoso, deu um charme lindo na cama! recomendo a loja e o produto para quem tem bom gosto!",1
acho q vcs poderiam facilitar a troca do produto. comprei um jogo de panela. e vcs me mandaram outro. e nao consegui entrar em contato com vcs para poder realizar a troca. estou muito decepcionada.,0
excelente!!!,1
entrega super rapido e estou bem satisfeito com o produto. ..,1
nota 10,1
lindooo,1
nao recebi meu pedido completo por gentileza alguem tome as providencias,0
chegou dentro do prazo de entrega e eu adorei o produto.,1
a entrega ocorreu conforme esperado.,1
produto ok! entrega ok!,1
"correios alega o produto foi extraviado, ja fui la varias vezes, e nao localizaram o produto.",1
produto de otima qualidade chegou bem antes do prazo,1
"o produto chegou antes do prazo informado, bem acondicionado. ainda estou testando o celular, mas aparentemente nao e ruim.",1
gostei do produto,1
entrega no prazo loja honesta,1
"justo pelo valor. na entrega acabaram batendo um dos cantos do bau, que acabou meio feinho, mas nao da pra ver devido a posicao dele. infelizmente, tive que subir por 3 andares com ele, super pesado!!",1
melhor que eu esperava! veio com garrafa e recipiente para biscoito lindos! e ainda com adesivo ! adorei,1
o que foi vendido foi entregue corretamente e antes da data prevista. excelente,1
....,1
amei!!!!,1
um dos cestos veio sem suporte,0
"so nao gostei, pois recebi um email dizendo que a compra tinha tido um problema, tem tentei solucionar por email e ninguem respondeu. mas a compra chegou dias depois.",1
relogio lindo simplesmente amei.recomendo esta produto,1
"ja fiz varias compras e jamais tive problemas, considero o trabalho do site excelente.",1
muito bom,1
nao recebi o produto,0
"gosto, muito!",1
"estao de parabens, entrega antes do prazo e um otimo relogio",1
"entrega demorada, luvas de acordo com anuncio .. otimo custo beneficoo ( preco )",1
produto chegou conforme combinado,1
recebi antes da data prevista.produto tudo em ordem,1
exatamente como especificado e ainda veio dentro do prazo.,1
qualquer opiniao poderia prejudicar o trabalho realizado obrigado,1
recomendo,1
achei de pessima qualidade,0
"boa tarde produto enviado errado, terei que me deslocar aos correios pois moro em um condominio tive receber, e ainda irei esperar chegar para so depois eu receber o produto correto, paguei via boleto",0
muito satisfeita com a compra e com o produto,1
"como o produto veio fora da caixinha, soltos no envelope, enviei as informacoes do lote e as fotos para a amazon, onde fui informado que o lote nao existia e que o produto provavelmente e falso",0
nao recebi,0
reduzir o valor do frete,1
a entrega foi rapida,1
"produto conforme especificacao, bem embalado e bonito conforme as imagens.",1
"produto chegou bem antes do prazo e e exatamente igual ao anuncio. a pelicula de vidro nao e das mais resistentes, mas atende ao usuario cuidadoso.",1
"mandaram outro produto no lugar do que eu comprei. comprei uma bumbleebe mandaram uma batgirl, que ja temos, minha filha aguardava essa boneca ansiosa, pois estavamos atras ha muito tempo.",0
"minha avaliacao e ruim, recebi o produto divergente e solicitei a correcao e ate o momento nao houve retorno, protocolo 2018051834577.",0
bom,0
"otimos!! uma pena ter frete, mas estou muito satisfeita!",1
"o produto mangueira magica 5m/15m, apresentou os seguintes problemas: cabo arranhado, varias partes da mangueira morta, e com ferros saindo da mangueira. foi solicitado uma nova e estou no aguardo.",0
chegou muito antes do prazo previsto,1
ocorreu tudo bem mas em outras compras eu recebia em casa tudo certo no prazo e nessa tive q ir buscar na agencia dos correios mim borrando de medo q os correios entrassem em greve so n gostei disso!,1
produto muito bonito,1
"recomendo a todos a compra de produtos na lannister, minha compra foi entregue a contento e no prazo.",1
tudo perfeito,1
"excelente vendedor, o produto chegou antes do prazo esperado.",1
"recebi o produto corretamente, mas nao pude avaliar sua eficacia.",1
"produtos lindos super da hora, chegaram em menos de 5 dias da data da compra e a previsao eram quase 30 dias , qualidade super boa , super indico",1
comprei um produto e recebi um inferior. quero receber o que comprei. comprei um inflator recarregavel e recebi um normal diferenca de 50% do calor. absurdo. quero receber o que comprei,0
"produto de qualidade, pontualidade foi fundamental, recomendo a todos.",1
ainda nao recebi o pedido e ti enviando enail e ninguem me responde,0
entrega rapida e eficiente!,1
bom produto,1
conforme a empresa targaryen esta de parabens.falando do produto veio com defeito por isso estou fazendo essa reclamacao. ja solicitei a troca da parte que esta danificado que e a ( base estrela),1
o produto nao chegou ainda,0
"as pulseiras vieram corretas, iguais a da foto, material bacana e resistente.",1
"foi facil de montar, apesar de algumas pecas menores nao encaixarem perfeitamente (mas isso nao compromete o uso da cadeira). a cor e barro, nao o vermelho aceso que esperava. e confortavel, recomendo",1
"o som e baixo, mas atende minhas necessidades.",1
nao recebi nada ate agora,0
e lamentavel. nenhum comunicado sobre o motivo de tanta demora,0
tem sido maravilhosa tds as minhas compras realizado neste site.atendeu as minhas expectativas obrigada e indico pode comprar e super confiavel.,1
"chegou muitissimo antes do informado, veio impecavel e muito lindo!",1
cumpro com aquilo que promete... funciona perfeitamente no gol g3 1.0 16v... o consumo de combustivel instantaneo funciona perfeitamente.,1
"estou satisfeita com o vendedor,o produto foi entregue bem antes do prazo prazo previsto. recomendo",1
"recebemos o produto, o boneco que comprei com fala, mas o botao veio quebrado, nao produz a fala. preciso da troca imediata do produto",0
sempre vou comprar aqui pois e a melhor parabens,1
recebi o produto antes do prazo estipulado. sempre compro neste site e nunca tive problemas.,1
nao me entregaram ainda o relogio invicta que eu comprei era pro dia 06/06/18 e ate agora nem uma satisfacao me deram,0
o esperado pelo valor,1
tudo foi como o pre combinado. sem intercorrencias.,1
produtos poderiao ter um prazo mais curto para entrega.,1
produto de otima qualidade e entrega turbo!,1
o produto chegou em perfeito estado e antes da data estabelecida,1
"produto excelente. entregue no prazo. sem maiores burocracia, trabalho eficiente. fui muito bem atendido na relacao cliente fornecedor conforme o solicitado.",1
